keypoints,label
"(1129.28466796875, 3989.841064453125)",0
"(930.635498046875, 3989.098388671875)",0
"(377.02288818359375, 3987.98974609375)",0
"(553.9309692382812, 3986.821044921875)",0
"(906.9774780273438, 3983.8642578125)",0
"(526.066650390625, 3983.492919921875)",0
"(699.6688842773438, 3983.861083984375)",0
"(1083.1866455078125, 3976.7978515625)",0
"(1053.73974609375, 3971.787109375)",0
"(679.9480590820312, 3975.156494140625)",0
"(480.0281982421875, 3973.10009765625)",0
"(658.3701171875, 3968.934814453125)",0
"(1027.3448486328125, 3968.738037109375)",0
"(828.3544311523438, 3961.018310546875)",0
"(1006.6658325195312, 3966.91455078125)",0
"(2583.6953125, 3963.652099609375)",0
"(1188.2967529296875, 3962.46533203125)",0
"(453.9088439941406, 3966.59130859375)",0
"(427.6626892089844, 3963.40380859375)",0
"(407.01666259765625, 3958.77001953125)",0
"(1158.8741455078125, 3953.74951171875)",0
"(582.4191284179688, 3953.726806640625)",0
"(1102.67431640625, 3950.916259765625)",0
"(182.30096435546875, 3950.361328125)",0
"(2558.625, 3948.4384765625)",0
"(917.01953125, 3948.80859375)",0
"(560.7648315429688, 3946.0087890625)",0
"(359.5891418457031, 3949.1904296875)",0
"(888.1583251953125, 3945.122314453125)",0
"(1083.0198974609375, 3941.144287109375)",0
"(2464.242431640625, 3939.10595703125)",0
"(534.8284912109375, 3942.53857421875)",0
"(488.50640869140625, 3937.017822265625)",0
"(1242.6085205078125, 3929.122802734375)",0
"(2599.553466796875, 3925.111572265625)",0
"(1212.477783203125, 3926.035888671875)",0
"(1189.2591552734375, 3924.52197265625)",0
"(989.4489135742188, 3920.65869140625)",0
"(1161.5179443359375, 3920.19775390625)",0
"(435.3143310546875, 3923.14990234375)",0
"(968.9603881835938, 3920.881591796875)",0
"(1140.462890625, 3911.5048828125)",0
"(940.9448852539062, 3914.5986328125)",0
"(212.3599853515625, 3912.375)",0
"(562.888427734375, 3911.085693359375)",0
"(892.14404296875, 3904.64697265625)",0
"(538.601318359375, 3905.537353515625)",0
"(512.5194091796875, 3902.8076171875)",0
"(2604.68310546875, 3897.92822265625)",0
"(1069.7647705078125, 3896.105712890625)",0
"(845.6300048828125, 3896.3154296875)",0
"(1223.064208984375, 3887.239990234375)",0
"(469.4031677246094, 3887.8046875)",0
"(2769.6767578125, 3884.6640625)",0
"(819.1510009765625, 3885.423583984375)",0
"(440.8610534667969, 3881.995849609375)",0
"(948.1739501953125, 3876.126220703125)",0
"(596.914306640625, 3877.912109375)",0
"(973.7332153320312, 3874.030029296875)",0
"(748.0303955078125, 3870.933349609375)",0
"(569.6157836914062, 3870.238525390625)",0
"(374.5793151855469, 3867.472900390625)",0
"(547.3314819335938, 3866.98291015625)",0
"(726.10546875, 3865.69873046875)",0
"(1092.64306640625, 3861.2080078125)",0
"(902.3234252929688, 3860.033935546875)",0
"(701.3726806640625, 3859.020751953125)",0
"(522.367431640625, 3862.18115234375)",0
"(848.85009765625, 3858.732421875)",0
"(325.0373840332031, 3859.5986328125)",0
"(1068.9442138671875, 3855.14208984375)",0
"(676.3206176757812, 3855.900146484375)",0
"(1259.330078125, 3851.41064453125)",0
"(472.5431823730469, 3853.884521484375)",0
"(301.2730407714844, 3850.88427734375)",0
"(659.072509765625, 3849.212890625)",0
"(831.378662109375, 3847.582763671875)",0
"(272.6334228515625, 3846.36328125)",0
"(999.7680053710938, 3846.887939453125)",0
"(1208.546630859375, 3845.99560546875)",0
"(258.4840393066406, 3840.812255859375)",0
"(931.202392578125, 3836.80615234375)",0
"(1183.9644775390625, 3840.852294921875)",0
"(1361.791259765625, 3828.3359375)",0
"(384.4202575683594, 3830.166015625)",0
"(3098.580810546875, 3829.483642578125)",0
"(904.479248046875, 3826.91748046875)",0
"(575.2938232421875, 3831.287353515625)",0
"(554.3493041992188, 3827.527099609375)",0
"(2541.162353515625, 3820.28564453125)",0
