keypoints,label
"(4533.7705078125, 3994.278564453125)",3
"(1251.64208984375, 3987.67138671875)",0
"(4496.2470703125, 3987.0908203125)",3
"(2038.7086181640625, 3986.641357421875)",0
"(1041.7611083984375, 3983.470458984375)",0
"(4452.2333984375, 3978.85546875)",3
"(29.967483520507812, 3974.799560546875)",0
"(1000.0767822265625, 3974.871826171875)",0
"(1930.4549560546875, 3962.4873046875)",0
"(743.24365234375, 3966.65185546875)",0
"(213.8540802001953, 3962.33544921875)",0
"(1126.7353515625, 3960.373779296875)",0
"(1283.83544921875, 3955.096923828125)",0
"(1078.4781494140625, 3948.9072265625)",0
"(320.3594665527344, 3947.724853515625)",0
"(1235.6368408203125, 3945.409423828125)",0
"(851.829833984375, 3949.16357421875)",0
"(467.549072265625, 3948.029296875)",0
"(4256.5458984375, 3939.7021484375)",3
"(241.84754943847656, 3938.291259765625)",0
"(1029.3712158203125, 3936.815673828125)",0
"(1937.6461181640625, 3935.747802734375)",0
"(1162.5384521484375, 3927.23876953125)",0
"(1317.000244140625, 3922.005859375)",0
"(4167.7841796875, 3923.343017578125)",3
"(905.1071166992188, 3922.1728515625)",0
"(957.1200561523438, 3921.60302734375)",0
"(193.068115234375, 3923.284912109375)",0
"(1134.045654296875, 3919.436279296875)",0
"(378.98553466796875, 3920.019775390625)",0
"(1288.06884765625, 3917.847412109375)",0
"(1109.9708251953125, 3915.567138671875)",0
"(678.9866333007812, 3916.681640625)",0
"(483.2109069824219, 3914.552490234375)",0
"(149.78939819335938, 3913.439697265625)",0
"(885.2268676757812, 3913.162841796875)",0
"(323.6241455078125, 3908.742919921875)",0
"(864.4395751953125, 3905.61962890625)",0
"(437.6144104003906, 3898.5126953125)",0
"(784.558349609375, 3895.677490234375)",0
"(583.571044921875, 3895.999267578125)",0
"(3997.823974609375, 3890.31005859375)",3
"(760.5740356445312, 3888.416748046875)",0
"(941.2597045898438, 3886.124267578125)",0
"(2032.955810546875, 3886.701904296875)",0
"(1323.8311767578125, 3885.19287109375)",0
"(3960.242431640625, 3883.10595703125)",3
"(912.660400390625, 3881.145263671875)",0
"(1301.2532958984375, 3877.62060546875)",0
"(1144.8203125, 3879.68798828125)",0
"(523.5042724609375, 3877.04052734375)",0
"(336.6181945800781, 3874.717041015625)",0
"(129.26290893554688, 3869.12109375)",0
"(1071.9024658203125, 3865.750732421875)",0
"(78.21675109863281, 3862.81005859375)",0
"(1958.4384765625, 3859.161376953125)",0
"(794.0359497070312, 3852.064453125)",0
"(34.06208419799805, 3850.310546875)",0
"(769.7891845703125, 3846.5810546875)",0
"(3712.421142578125, 3836.25439453125)",3
"(925.8320922851562, 3838.7294921875)",0
"(898.5648803710938, 3835.157470703125)",0
"(5.829352378845215, 3827.873046875)",0
"(1235.7861328125, 3824.65576171875)",0
"(89.2288818359375, 3820.34130859375)",0
"(3631.843994140625, 3819.686279296875)",3
"(66.13663482666016, 3814.42578125)",0
"(1002.3313598632812, 3813.04150390625)",0
"(975.9669189453125, 3811.0791015625)",0
"(40.45533752441406, 3811.447265625)",0
"(1362.2618408203125, 3808.387451171875)",0
"(1336.68017578125, 3807.595458984375)",0
"(172.1338653564453, 3802.015869140625)",0
"(931.4351196289062, 3802.42724609375)",0
"(1286.145263671875, 3797.37451171875)",0
"(505.97705078125, 3795.46337890625)",0
"(3461.930419921875, 3786.11767578125)",3
"(1965.8743896484375, 3793.03662109375)",0
"(348.5867004394531, 3792.88037109375)",0
"(1265.0146484375, 3787.66455078125)",0
"(888.2462768554688, 3790.90869140625)",0
"(1059.476806640625, 3782.93505859375)",0
"(3424.242431640625, 3779.10595703125)",3
"(984.7893676757812, 3773.6767578125)",0
"(953.3009643554688, 3769.0986328125)",0
"(50.194271087646484, 3770.45703125)",0
"(24.48049545288086, 3769.85302734375)",0
"(1323.365478515625, 3763.98095703125)",0
"(2060.014892578125, 3765.44482421875)",0
"(1296.27685546875, 3759.218505859375)",0
"(356.9945373535156, 3757.48974609375)",0
"(715.2815551757812, 3752.373046875)",0
"(688.4990844726562, 3751.170166015625)",0
"(154.17935180664062, 3744.999755859375)",0
"(1070.4791259765625, 3745.14306640625)",0
"(1046.885986328125, 3741.343505859375)",0
"(1195.816650390625, 3739.454833984375)",0
"(106.45633697509766, 3738.71630859375)",0
"(1018.6690063476562, 3731.421875)",0
"(1327.0050048828125, 3723.891357421875)",0
"(1175.21826171875, 3729.708740234375)",0
"(991.97412109375, 3727.203125)",0
"(1944.89892578125, 3724.366943359375)",0
"(1147.0234375, 3719.79296875)",0
"(211.33096313476562, 3720.482666015625)",0
"(1305.807861328125, 3720.1689453125)",0
"(365.0543212890625, 3723.7998046875)",0
"(186.9004669189453, 3719.91455078125)",0
"(1125.2657470703125, 3718.33154296875)",0
